Date,Pair_Rank,Ticker_A,Ticker_B,Price_A,Price_B,Hedge_Ratio,ZScore,Position,Unrealized_PnL,Realized_PnL,Cumulative_PnL,Status
2012-04-04,1,CMS,WEC,14.3008,22.1972,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-05,1,CMS,WEC,14.2557,22.1215,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-09,1,CMS,WEC,14.2299,22.1278,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-10,1,CMS,WEC,13.9209,21.8311,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-11,1,CMS,WEC,13.8565,21.8942,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-12,1,CMS,WEC,13.8629,22.0836,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-13,1,CMS,WEC,13.8694,21.9952,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-16,1,CMS,WEC,14.0947,22.3045,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-17,1,CMS,WEC,14.1527,22.456,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-18,1,CMS,WEC,14.2042,22.4433,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-19,1,CMS,WEC,14.1913,22.3613,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-20,1,CMS,WEC,14.3587,22.6453,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-23,1,CMS,WEC,14.2364,22.4875,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-24,1,CMS,WEC,14.3201,22.6201,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-25,1,CMS,WEC,14.3716,22.8283,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-26,1,CMS,WEC,14.6098,22.9546,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-27,1,CMS,WEC,14.7,23.0934,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-04-30,1,CMS,WEC,14.803,23.2512,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-05-01,1,CMS,WEC,14.964,23.1502,1.0319,0.0,0,0.0,0.0,0.0,HOLD_CASH
2012-05-02,1,CMS,WEC,14.7102,23.0051,1.0319,0.6064,0,0.0,0.0,0.0,HOLD_CASH
2012-05-03,1,CMS,WEC,14.6972,22.8788,1.0319,1.2504,0,0.0,0.0,0.0,HOLD_CASH
2012-05-04,1,CMS,WEC,14.6191,22.9861,1.0319,0.0816,0,0.0,0.0,0.0,HOLD_CASH
2012-05-07,1,CMS,WEC,14.5996,22.8978,1.0319,0.5561,0,0.0,0.0,0.0,HOLD_CASH
2012-05-08,1,CMS,WEC,14.7167,23.1692,1.0319,-0.025,0,0.0,0.0,0.0,HOLD_CASH
2012-05-09,1,CMS,WEC,14.6191,23.1628,1.0319,-0.94,0,0.0,0.0,0.0,HOLD_CASH
2012-05-10,1,CMS,WEC,14.8989,23.4746,1.0319,-0.2552,0,0.0,0.0,0.0,HOLD_CASH
2012-05-11,1,CMS,WEC,14.8599,23.6719,1.0319,-1.8437,0,0.0,0.0,0.0,HOLD_CASH
2012-05-14,1,CMS,WEC,14.8078,23.7037,1.0319,-2.1479,1,0.0,-0.0833,-0.0833,ENTER_LONG_A
